_id,name,description,tags,clauseID
759,Reseller Price ,"ComparePricePrice for [PARTY B]. [PARTY B] will pay [PARTY A]'s list price for each Product, as listed in the [ATTACHMENT], attached to this agreement, less [PARTY B]'s Discount.Reseller Discount. [PARTY B]'s ""Discount"" is [DISCOUNT PERCENTAGE] percent, which will be applied to [PARTY A]'s list price of each unit of each Product at the time [PARTY B] places its order.Resale Prices. [PARTY B] may determine its own retail prices, taking into account suggested retail prices provided by [PARTY A].Changes to PricesNotice of Upcoming Changes. If [PARTY A] changes its list prices, [PARTY A] shall give [PARTY B] [one] month notice before implementing those changes.No Effect on Outstanding Purchase Orders. Changes to [PARTY A]'s list prices will not affect any Purchase Orders already submitted.Changes to Discount. Neither party will change the Discount without the other party's written consent.",,365
760,Reseller Price + Most favored customer guarantee ,"ComparePricePrice for [PARTY B]. [PARTY B] will pay [PARTY A]'s list price for each Product, as listed in the [ATTACHMENT], attached to this agreement, less [PARTY B]'s Discount.Discount. [PARTY B]'s ""Discount"" is [DISCOUNT PERCENTAGE] percent, which will be applied to [PARTY A]'s list price of each unit of each Product at the time [PARTY B] places its order.Resale Prices. [PARTY B] may determine its own retail prices, taking into account suggested retail prices provided by [PARTY A].Changes to PricesNotice of Upcoming Changes. If [PARTY A] changes its list prices, [PARTY A] will give [PARTY B] [one] month notice before implementing those changes.No Effect on Outstanding Purchase Orders. Changes to [PARTY A]'s list prices will not affect any Purchase Orders already submitted.Changes to Discount. Neither party may change the Discount without the other party's written consent.Most Favored Customer. If [PARTY A] sells Products to any third party at a price lower than what it charges [PARTY B] for those Products, [PARTY A] will pay [PARTY B] the difference between what it charged [PARTY B] and the price it charged the third party.",Heavy Pro-Providee,365
761,Product Sales Agreement ,"ComparePrice. [PARTY B] will pay [PARTY A]'s list price for each Product, as listed [on [PARTY A]'s website at [URL] / in the [ATTACHMENT], attached to this agreement].",Neutral,365
762,Escrow Fees ,"CompareEscrow Fees. [PARTY A] and [PARTY B] will pay the Escrow Agent escrow fees according to section [PAYMENT OF ESCROW FEES] (the ""Escrow Fees"").",Neutral,365
763,Master Purchasing Agreement ,"CompareFees. [PARTY B] will pay [PARTY A] according to the prices listed in [PARTY A]'s price list, attached as [ATTACHMENT].",Neutral,365
764,Rent ,"CompareRent Obligation. [PARTY B] will pay [PARTY B] a base rent of [BASE RENT PER MONTH] per month (the ""Rent"").",Neutral,365
765,Evaluation Agreement - no fee ,"CompareFees. Licensor acknowledges and agrees that it is furnishing the Software to Licensee in consideration of Licensee’s potential purchase and licensing of the Software from Licensor under a license and services agreement (“License and Services Agreement”), the terms of which will be negotiated by the Parties in the event that Licensee elects to move forward with the Software, and in further consideration of the opportunity to demonstrate to Licensee the capabilities of the Software. To that end, there will be no fee or charge to Licensee for the Software furnished by Licensor under this Agreement.",,365
766,Evaluation Agreement - waiver of fees ,"CompareSubscription Fees. [PARTY A] acknowledges and agrees that it is furnishing the Software to [PARTY B] in consideration of [PARTY B]’s potential purchase and licensing of the Software from [PARTY A] under a license and services agreement, the terms of which will be negotiated by the Parties in the event that [PARTY B] elects to move forward with the Software, and in further consideration of the opportunity to demonstrate to Licensee the capabilities of the Software. To that end, monthly subscription fees in the amount of [AMOUNT] will be waived during the Evaluation Period.",,365
767,Subcontract Agreement ,"Compare Contract Price. [PARTY B]'s full compensation for satisfactory performance of the Work, in strict compliance with the Contract Documents, will be the contract price (the ""Contract Price"") set forth in the applicable Statement of Work. Subject to [PARTY A]'s right to adjustments increasing or reducing the Contract Price or extending or shortening the schedule, as provided for elsewhere in this agreement, the Contract Price shall be deemed to be full compensation for all Work performed by [PARTY B] under each applicable Statement of Work, and is conclusively presumed to cover all foreseen and unforeseen costs, fees, profit, overhead, and expenses arising out of, or related to, [PARTY A]'s performance of the Work.",,365
768,Monthly subscription fee ,"Compare Fees. Customer will pay Company a monthly subscription fee of $[SUBSCRIPTION FEE AMOUNT] (the ""Subscription Fee"") for the Service.",,365
769,Payment on invoice ,"CompareFeesCharges. Customer will pay all applicable charges specified in the attached Statement of Work.Payment. Amounts are due upon receipt of the invoice and payable within 30 days of the invoice date. Taxes. Charges are exclusive of any customs or other duty, tax, and similar levies imposed and, where applicable, will be invoiced in addition to such charges.",,365
770,Final Proofreading ,Final Proofreading. Customer will proofread the Website for typographical errors and the like. Customer shall pay to fix any errors after proofreading.,Neutral,366
771,[PARTY A] ,"Financial OpinionReceipt of Opinion. The [PARTY A] Board of Directors has received the written opinion of [FINANCIAL ADVISOR], dated the date of this agreement, to the effect that, as of such date, and subject to the various assumptions and qualifications listed in the opinion, this agreement[and the [CONSIDERATION RECEIVED BY PARTY A] is fair from a financial point of view to [PARTY A] Shareholders, and such opinion has not been modified or withdrawn.Use of Opinion. The [PARTY A] has delivered to the [PARTY B] a copy of this opinion.[Authorized to Include The [PARTY A] has been authorized by the [FINANCIAL ADVISOR] to include the opinion in the Proxy Statement.]",Neutral,367
772,[PARTY B] ,"CompareFinancial OpinionReceipt of Opinion. The [PARTY B] Board of Directors has received the written opinion of [FINANCIAL ADVISOR], dated the date of this agreement, to the effect that, as of such date, and subject to the various assumptions and qualifications listed in the opinion, this agreement[and the [CONSIDERATION RECEIVED BY PARTY B] is fair from a financial point of view to [PARTY B] Shareholders, and such opinion has not been modified or withdrawn.Use of Opinion. The [PARTY B] has delivered to the [PARTY A] a copy of this opinion.[Authorized to Include The [PARTY B] has been authorized by the [FINANCIAL ADVISOR] to include the opinion in the Proxy Statement.]",Neutral,367
773,[PARTY A] — Future Delivery ,"CompareFinancial OpinionReceipt of Opinion. The [PARTY A] Board of Directors has received the [written] opinion of its Financial Advisor, dated the date of this agreement, to the effect that, as of such date, [and subject to the various assumptions and qualifications listed in the opinion], this agreement[, and the [CONSIDERATION PAID UNDER THIS AGREEMENT] is fair from a financial point of view to the [PARTY A]'s stockholders [and such opinion has not been modified or withdrawn].Use of Opinion. The [PARTY A] shall promptly [as practicable after the date of this agreement] deliver a copy of such opinion to the [PARTY B] [for informational purposes only / solely to confirm the delivery of such opinion].",Neutral,367
774,[PARTY B] — Future Delivery ,"CompareFinancial OpinionReceipt of Opinion. The [PARTY B] Board of Directors has received the [written] opinion of its Financial Advisor, dated the date of this agreement, to the effect that, as of such date, [and subject to the various assumptions and qualifications listed in the opinion], this agreement[, and the [CONSIDERATION PAID UNDER THIS AGREEMENT] is fair from a financial point of view to the [PARTY B]'s stockholders [and such opinion has not been modified or withdrawn].Use of Opinion. The [PARTY B] shall promptly [as practicable after the date of this agreement] deliver a copy of such opinion to the [PARTY A] [for informational purposes only / solely to confirm the delivery of such opinion].",Neutral,367
775,Lease Agreement ,"Financial StatementsProvide Statements on Request. Within [10] Business Days notice from [PARTY A], [PARTY B] shall tender to [PARTY A] any information [PARTY A] reasonably requests regarding [PARTY B]'s financial stability, credit worthiness, or ability to pay Rent.Reliance on Financial Statements. [PARTY A] may rely upon the information provided in determining whether or not to enter into this agreement, or for the purpose of any financing or other transaction subsequently undertaken by [PARTY A].No Opportunity to Cure. If [PARTY B] breaches this section,[PARTY B] will not have any opportunity to cure its breach, and [PARTY A] may pursue any right or remedy available to [PARTY A] under this agreement or under the Laws of the State of [GOVERNING JURISDICTION].Disclosure of Financial Statements. [PARTY A] may disclose [PARTY B]'s financial information toits agents, employees and consultants,potential purchasers of an interest in the Premise, andlenders contemplating making a loan to the [PARTY A] to be secured by the Premise, provided that such recipients are advised of the confidential nature of such information and agree to maintain its confidentiality.",Neutral,368
776,[PARTY A] M&A ,"Financial StatementsInformation Supplied. [PARTY A]'s Disclosure Schedule lists its Financial Statements.Preparation. [PARTY A] prepared its Financial Statements according to GAAP, applied on a consistent basis for all periods presented, unless listed otherwise in the notes to its Financial Statements.AccuracyAccurate. [PARTY A]'s Financial Statements accurately list and fairly present, in all material respects, its financial condition and operating results as of the date of the statements, and for the periods indicated in the statements, subject to normal year-end audit adjustments.No Untrue Statements or Omissions. [PARTY A]'s Financial Statements do not and will not contain any untrue statement of a material fact, oromit to state a material fact required to ensure that the statements made, in light of the circumstances under which [PARTY A] made them, are not misleading.",Neutral,369
777,[PARTY B] M&A ,"CompareFinancial StatementsInformation Supplied. [PARTY B]'s Disclosure Schedule lists its Financial Statements.Preparation. [PARTY B] prepared its Financial Statements according to GAAP, applied on a consistent basis for all periods presented, unless listed otherwise in the notes to its Financial Statements.AccuracyAccurate. [PARTY B]'s Financial Statements accurately list and fairly present, in all material respects, its financial condition and operating results as of the date of the statements, and for the periods indicated in the statements, subject to normal year-end audit adjustments.No Untrue Statements or Omissions. [PARTY B]'s Financial Statements do not and will not contain any untrue statement of a material fact, oromit to state a material fact required to ensure that the statements made, in light of the circumstances under which [PARTY B] made them, are not misleading.",Neutral,369
778,With SEC Reports — [PARTY B] ,"CompareFinancial Statements and SEC Reports Financial StatementsInformation Supplied. [PARTY B]'s Disclosure Schedule lists its Financial Statements.Preparation. [PARTY B] prepared its Financial Statements according to GAAP, applied on a consistent basis for all periods presented, unless listed otherwise in the notes to its Financial Statements.AccuracyAccurate. [PARTY B]'s Financial Statements accurately list and fairly present, in all material respects, its financial condition and operating results as of the date of the statements, and for the periods indicated in the statements, subject to normal year-end audit adjustments.No Untrue Statements or Omissions. [PARTY B]'s Financial Statements do not and will not  contain any untrue statement of a material fact, or omit to state a material fact required to ensure that the statements made, in light of the circumstances under which [PARTY B] made them, are not misleading.SEC ReportsFiled. [PARTY B] has timely filed its SEC Reports.Compliant. As of the respective filing dates, and except as disclosed in [PARTY B]'s Disclosure Schedule, its SEC Reports complied in all material respects with the applicable requirements of the Securities Act and the Exchange Act.No Untrue Statements or Omissions. As of the respective filing dates, and except as disclosed in the [PARTY B]'s Disclosure Schedule, [PARTY B]'s SEC Reports do not and will not contain any untrue statement of a material fact, oromit to state a material fact required to ensure that the statements made, in light of the circumstances under which [PARTY B] made them, are not misleading.",Neutral,369
779,With SEC Reports — [PARTY A] ,"CompareFinancial Statements and SEC Reports Financial StatementsInformation Supplied. [PARTY A]'s Disclosure Schedule lists its Financial Statements.Preparation. [PARTY A] prepared its Financial Statements according to GAAP, applied on a consistent basis for all periods presented, unless listed otherwise in the notes to its Financial Statements.AccuracyAccurate. [PARTY A]'s Financial Statements accurately list and fairly present, in all material respects, its financial condition and operating results as of the date of the statements, and for the periods indicated in the statements, subject to normal year-end audit adjustments.No Untrue Statements or Omissions. [PARTY A]'s Financial Statements do not and will not  contain any untrue statement of a material fact, or omit to state a material fact required to ensure that the statements made, in light of the circumstances under which [PARTY A] made them, are not misleading.SEC ReportsFiled. [PARTY A] has timely filed its SEC Reports.Compliant. As of the respective filing dates, and except as disclosed in [PARTY A]'s Disclosure Schedule, its SEC Reports complied in all material respects with the applicable requirements of the Securities Act and the Exchange Act.No Untrue Statements or Omissions. As of the respective filing dates, and except as disclosed in the [PARTY A]'s Disclosure Schedule, [PARTY A]'s SEC Reports do not and will not contain any untrue statement of a material fact, oromit to state a material fact required to ensure that the statements made, in light of the circumstances under which [PARTY A] made them, are not misleading.",Neutral,369
780,[PARTY B] Standard ,"CompareFinancial Statements RepresentationsAccurate. [PARTY B]'s financial information accurately lists and fairly presents, in all material respects, its financial condition and operating results as of the date of the statements, and for the periods indicated in the statements, subject to normal year-end audit adjustments.No Untrue Statements or Omissions. [PARTY B]'s financial information does not and will not contain any untrue statement of a material fact, oromit to state a material fact required to ensure that the statements made, in light of the circumstances under which [PARTY B] made them, are not misleading.",Slight Pro-Provider,369
781,[PARTY A] Standard ,"CompareFinancial Statements RepresentationsAccurate. [PARTY A]'s Financial information accurately lists and fairly presents, in all material respects, its financial condition and operating results as of the date of the statements, and for the periods indicated in the statements, subject to normal year-end audit adjustments.No Untrue Statements or Omissions. [PARTY A]'s financial information does not and will not contain any untrue statement of a material fact, oromit to state a material fact required to ensure that the statements made, in light of the circumstances under which [PARTY B] made them, are not misleading.",Slight Pro-Providee,369
782,Standard — Merger Agreement ," FinancingParent Shall Obtain the Debt FinancingThe Parent shall use reasonable efforts to take, or cause to be taken, all actions necessary, proper, or advisable to obtain the Debt Financing on the terms and conditions described in the Debt Commitment Letter (taking into account the relevant ""market flex"" provisions of the Fee Letter, as defined in the Debt Commitment Letter). The Parent’s obligations include using its reasonable efforts to: Maintain in effect the Debt Commitment Letter in accordance with its terms;Satisfy all conditions and covenants in the Debt Commitment Letter that are a condition to the funding thereunder, in each case, that are within its control; Enter into definitive agreements with respect thereto on the terms and conditions contemplated by the Debt Commitment Letter (taking into account any ""market flex "" provisions set forth in the Fee Letter); and Consummate the Debt Financing at or prior to the Closing Date on substantially the terms and conditions of the Debt Commitment Letter.Parent May Not Reduce or Impede Access to the Debt Financing. The Parent may not make or permit to be made, any amendment, modification, or waiver of any provision or remedy of the Debt Commitment Letter or related documents, if such amendment, modification, or waiver would:Reduce the aggregate principal amount of the Debt Financing (unless, if required to effect the Merger on the terms set forth herein, the Parent agrees to use its cash on hand); Impose new conditions, or materially expand, amend, or modify existing conditions to the receipt of the Debt Financing;Otherwise take actions that would: Materially delay, impair or prevent the consummation of the transactions contemplated by this agreement; Make, in any material respect, the timely funding of the Debt Financing or satisfaction of the conditions to obtaining the Debt Financing materially less likely to occur; or Adversely impact, in any material respect, the ability of the Parent to enforce its rights against other parties to the Debt Commitment Letter or to draw upon and consummate the Debt Financing.Parent to Obtain Alternative Debt FinancingPromptly on the event that any portion of the Debt Financing becomes unavailable on the terms and conditions of the Debt Commitment Letter (other than due to the failure of a condition to the consummation of the Debt Financing resulting from a breach of any representation, warranty, covenant or agreement of Company or Holder Representative set forth in this Agreement), the Parent shall use reasonable efforts to:Arrange and obtain Alternative Debt Financing;Arrange and obtain a New Debt Commitment Letter; and Send a copy of the New Debt Commitment Letter to the Company.Alternative Debt Financing. “Alternative Debt Financing” means:On terms and conditions that are not materially less favorable to the Parent (taking into account the relevant ""market flex"" provisions set forth in the Fee Letter), taken as a whole, than those set forth in the Debt Commitment Letter; andIn an amount at least equal to the Debt Financing, or such unavailable portion thereof.New Debt Commitment Letter. A “New Debt Commitment Letter” means a new commitment letter with respect to such Alternate Debt Financing, a copy of which shall be promptly provided to the Company. Expanded Definitions of Debt Financing and Debt Commitment Letter. In the event any New Debt Commitment Letter is obtained: Any reference in this agreement to the Debt Financing shall mean the debt financing contemplated by the Debt Commitment Letter as understood under subsection (2) of this [EXPANDED DEFINITIONS OF DEBT FINANCING AND DEBT COMMITMENT LETTER] section, directly below; and Any reference in this Agreement to the ""Debt Commitment Letter"" shall be deemed to include: Any Debt Commitment Letter or Letters that are not superseded by a New Debt Commitment Letter at the time in question and; Any New Debt Commitment Letter or Letters to the extent then in effect.No Adverse Agreements. The Parent may not enter into any agreement that would reasonably be expected to materially impair, delay, or prevent the consummation of any Debt Financing or Alternative Debt Financing.Communication Regarding the Acquisition of Debt FinancingCompany May Request Reports. From time to time, the Company may require the Parent to report to the Company regarding  all material activity concerning the status of the Parent’s efforts to arrange the Debt Financing.Parent Shall Provide Certain Updates. Without limiting the foregoing, within 2 business days of becoming aware of any of the following events, the Parent shall notify the Company of:Any breach or default by any party to any Debt Commitment Letter or definitive agreements with respect thereto; The receipt by the Parent of any written notice or other communication (other than negotiations of the definitive agreements with respect to the Debt Financing) from any Debt Financing Source with respect to any breach, default, termination or repudiation by any party to any Debt Commitment Letter or any definitive agreement related thereto of any provision of any Debt Commitment Letter or any definitive agreements with respect thereto; andIf for any reason the Parent no longer believes in good faith that it will be able to obtain all or any portion of the Debt Financing. No Adverse Agreements. The Parent shall not enter into any agreement that would reasonably be expected to materially impair, delay, or prevent the consummation of any Debt Financing or Alternative Debt Financing.Company Shall Cooperate to Obtain Debt Financing The Company, at the Parent’s expense, use reasonable efforts to cooperate in connection with the arranging, obtaining, syndication and consummation of any Debt Financing (including any Alternate Debt Financing) being arranged by the Parent or as may be reasonably requested by the Parent or any Debt Financing Sources, provided, that such requested cooperation does not unreasonably interfere with the ongoing operations of the Company.Company Cooperation Obligations. The Company’s obligation to cooperate under this subclause includes reasonable efforts to: Furnish to the Parent as promptly as practicable all Required Bank Information;Participate in, at reasonable times and with reasonable advance notice, in a reasonable number of meetings, presentations, road shows, due diligence sessions and drafting sessions with the Financing Sources, any prospective lenders and investors in the Applicable Financing and rating agencies (including direct contact between senior management and Representatives (including accounting) of the Company) and cooperating reasonably with the Financing Sources' due diligence;Furnish, at least 5 business days prior to the Closing Date all required documentation and other information required by applicable governmental authorities under applicable ""know your customer"" and anti-money laundering rules and regulations, including the U.S.A. Patriot Act of 2011, but in each case solely relating to the Company and the Company Subsidiaries, as applicable;Cause the taking of corporate actions by the Company (subject to the Merger) reasonably necessary for the consummation of the Debt Financing and the Merger, provided that no such action shall be effective prior to the Effective Time;Reasonably facilitate the pledging of collateral on the Closing Date with respect to any pledge or grant that becomes effective on or after the Closing Date;Reasonably assist in obtaining any corporate credit and family ratings and ratings in respect of the Debt Financing from any rating agencies contemplated by the Debt Commitment Letter;Obtain customary consents of accountants for the use of their audit reports in any materials relating to the Debt Financing;Obtain lien releases at the expense of and as reasonably requested by the Buyer or any Debt Financing Source; andReasonably cooperate in satisfying the conditions precedent and other requirements set forth in the Debt Financing Commitment Letters or any definitive document relating to the Debt Financing to the extent the satisfaction of such condition requires the cooperation of, or is within the control of the Company.Use of Company Logos in Connection with the Debt Financing. The Company hereby consents to the use of all of its logos in connection with the Debt Financing; provided that such logos are used solely in a manner that is not intended to or reasonably likely to harm or disparage the Company or the reputation or goodwill of the Company. Publicity of Debt Financing Sources. Notwithstanding any other provision set forth herein, the Company agrees that the Parent may share non-public or confidential information regarding the Company and its business with the Debt Financing Sources, and that such Debt Financing Sources may share such information with potential financing sources in connection with any marketing efforts (including any syndication) in connection with the Debt Financing, provided that: The recipients of such information agree to customary confidentiality arrangements; andThe Parent will be responsible for any actions (or inactions) by such recipients that would be deemed a breach of the Confidentiality Agreement as if the Parent had so acted (or not acted).Limits on Company’s Cooperation Obligations. In fulfilling its cooperation duties under this [FINANCING SUBCLAUSE] subclause, the Company will not be required to take any actions to cooperate or assist in securing the Debt Financing to the extent that it would:Require the Company to waive or amend any terms of this agreement; Incur any liability (other than pursuant to customary authorization and customary representation and warranty letters contemplated above) or give any indemnities to any third party, that is not conditioned on the Merger or, in the case of normal costs, for which it is not reimbursed or indemnified as provided below; Unreasonably interfere with the ongoing business or operations of the Company;Require the Company to take any action that would conflict with, violate or result in a breach of or default under any organizational documents of the Company, any contract, or any law;Subject any director, manager, officer or employee of the Company to any actual or potential personal liability;Require the Company to provide access to or disclose information it determines could jeopardize any attorney client privilege of, or conflict with any confidentiality requirements applicable to the Company; Require the Company to change any fiscal period; Require any director or manager of the Company to pass resolutions or consents to approve or authorize the execution of the Debt Financing; Cause any representation or warranty in the [REPRESENTATIONS AND WARRANTIES OF THE COMPANY] of this agreement to be inaccurate or breached; Otherwise cause or result in the breach of this agreement or any contract; or Require the delivery of any legal opinions or solvency certificates.Company Not Required to be An Issuer. Nothing contained in this agreement will require the Company to be an issuer or other obligor with respect to any Debt Financing prior to the Effective Time. Limits On Fees and Expenses Under this [COMPANY SHALL COOPERATE TO OBTAIN DEBT FINANCING SUBCLAUSE] subclause and the [PARENT SHALL REIMBURSE THE COMPANY FOR COOPERATION SUBCLAUSE] subclause below, the Parent shall reimburse the Company for the Company’s fees and expenses incurred in cooperation relating to the Debt Financing. In addition to the Parent's reimbursement obligaiton, the Company will not be required, under the provisions of this [FINANCING SUBCLAUSE] subclause, or otherwise in connection with any Debt Finances:  To incur or pay any commitment or other similar fee prior to the Effective Time; To incur any expense unless, if the Merger does not occur, such expense is subject to reimbursement by the Parent as provided below; or To incur any other liability prior to the Effective Time in connection with the Debt Financing (other than with respect to such authorization and representation and warranty letters referred to in this subclause).Parent Shall Reimburse and IndemnifyParent Shall Reimburse the Company for Cooperation. Promptly on written request by the Company, the Parent shall reimburse the Company for all reasonable and documented out-of-pocket third-party expenses incurred by the Company in connection with the cooperation provided for in the above [COMPANY SHALL COOPERATE TO OBTAIN DEBT FINANCING SUBCLAUSE] subclause.Parent Shall Indemnify the Company Regarding Cooperation  Indemnity Obligation. Indemnify and hold harmless the Company from and against any and all losses suffered or incurred in connection with the arrangement of the Debt Financing and any information utilized in connection with the cooperation provided for in the above [COMPANY SHALL COOPERATE TO OBTAIN DEBT FINANCING SUBCLAUSE] subclause]. Limitations on Indemnity Obligation. Notwithstanding the foregoing, the Parent need not indemnify the Company:To the extent such losses result from the gross negligence or willful misconduct of the Company; or For information provided by the Company. ",,370
783,[PARTY A] ,"Financing Deliver Commitment Letter. The [PARTY A] has delivered to the [PARTY B] true, correct, and complete copies, as of the date of this agreement, of an executed debt commitment letter, dated as of the date of this agreement (the ""Commitment Letter""), from the Financing Source, regarding the financing available to the [PARTY A] to fund a portion of the [RELEVANT TYPE OF PAYMENT UNDER THE AGREEMENT] and all transaction expenses the [PARTY A] must pay under this agreement (the ""Financing""). Binding and Enforceable. As of the date of this agreement, the Commitment Letter is in full force and effect, and is a valid, binding, and enforceable obligation on the [PARTY A] and the other parties to the letter.No Conditions Precedent. There are no conditions precedent to the funding of the full amount of the Financing, other than as expressly set out in the Commitment Letter.Sufficiency of Funds. At the Closing Date, and subject to obtaining the Financing under the Commitment Letter, the [PARTY A] will have sufficient funds, in the aggregate and including its cash-on-hand at the time, to satisfy all of its obligations under this agreement.Fully Paid. The [PARTY A] has fully paid all fees, if any, required, to be paid prior to the date of this agreement under the Commitment Letter.No Breach. As of the date of this agreement, the [PARTY A] is not, and to the [PARTY A]'s knowledge no other relevant parties are, in breach or default of the Commitment Letter.No Inaccuracies. As of the date of this agreement, the [PARTY A] is not aware of any fact, occurrence or condition that makes any of the assumptions or statements set out in the Commitment Letter inaccurate in any material respect.",Neutral,371
784,[PARTY B] ,"CompareFinancing Deliver Commitment Letter. The [PARTY B] has delivered to the [PARTY A] true, correct, and complete copies, as of the date of this agreement, of an executed debt commitment letter, dated as of the date of this agreement (the ""Commitment Letter""), from the Financing Source, regarding the financing available to the [PARTY B] to fund a portion of the [RELEVANT TYPE OF PAYMENT UNDER THE AGREEMENT] and all transaction expenses the [PARTY B] must pay under this agreement (the ""Financing""). Binding and Enforceable. As of the date of this agreement, the Commitment Letter is in full force and effect, and is a valid, binding, and enforceable obligation on the [PARTY B] and the other parties to the letter.No Conditions Precedent. There are no conditions precedent to the funding of the full amount of the Financing, other than as expressly set out in the Commitment Letter.Sufficiency of Funds. At the Closing Date, and subject to obtaining the Financing under the Commitment Letter, the [PARTY B] will have sufficient funds, in the aggregate and including its cash-on-hand at the time, to satisfy all of its obligations under this agreement.Fully Paid. The [PARTY B] has fully paid all fees, if any, required, to be paid prior to the date of this agreement under the Commitment Letter.No Breach. As of the date of this agreement, the [PARTY B] is not, and to the [PARTY B]'s knowledge no other relevant parties are, in breach or default of the Commitment Letter.No Inaccuracies. As of the date of this agreement, the [PARTY B] is not aware of any fact, occurrence or condition that makes any of the assumptions or statements set out in the Commitment Letter inaccurate in any material respect.",Neutral,371
785,Alternative 1 ,"FINRA Review. The filing fees incident to, and the reasonable and document fees and disbursements of counsel for the Underwriters in connection with, any required review by FINRA of the terms of the sale of the Shares.",,372
786,Alternative 1 ,"FINRA Review. The filing fees incident to, and the reasonable and document fees and disbursements of counsel for the Underwriters in connection with, any required review by FINRA of the terms of the sale of the Shares.",,373
787,Standard ,Fiscal Year. The Corporation's fiscal year will end on the [DATE] day of [MONTH] of each year.,Neutral,374
788,Fixing Record Date ,"Fixing Record Date. For the purpose of determining stockholders entitled to notice of or vote at any stockholders meeting or in order to determine stockholders for any other proper purpose, the Board of Directors may fix in advance a date as the record date for a determination of stockholders, such date to be not more than 60 days, and in case of a stockholders meeting, not less than 10 days, before the date on which the particular action requiring a determination of stockholders is to be taken.",Neutral,375
789,Forbearance ,"Forbearance and Limits on ForbearanceForbearance. During the Forbearance Period, [PARTY B] shall forbear and not exercise its rights and remedies under the Financing Agreement with respect to, or as a result of, the Existing Defaults[ and any Prospective Defaults].Limits on Forbearance. The provisions of this section [FORBEARANCE] will not be deemed toprohibit [PARTY B] from exercising any of its rights or remedies after the Forbearance Period,waive of any other breach, default or Event of Default by [PARTY A], or any payment or other obligation [PARTY A] owes under the Financing Agreement or any of the other agreement with [PARTY B], orexcept for the forbearance in connection to the Existing Default[ and Prospective Default] under paragraph [FORBEARANCE], limit any other right or remedy [PARTY B] has or could have under the Financing Agreement.",Neutral,376
790,Change of Control Exception ,"CompareForbearance and Limits on ForbearanceForbearance. Subject to paragraph [CHANGE OF CONTROL], during the Term, [PARTY B] will forbear and not exercise its rights and remedies under the Financing Agreement with respect to, or as a result of, the Existing Defaults[ and any Prospective Defaults].Change of Control. During the Term [PARTY B] may exercise any of its rights and remedies under the Financing Agreement in connection with the Existing Default[ or Prospective Default] if [PARTY A] undergoes a Change of Control. Limits on Forbearance. The provisions of this section [FORBEARANCE] will not be deemed toprohibit [PARTY B] from exercising any of its rights or remedies after the Term,waive of any other breach, default or Event of Default by [PARTY A], or any payment or other obligation [PARTY A] owes under the Financing Agreement or any of the other agreement with [PARTY B], orexcept for the forbearance in connection to the Existing Default[ and Prospective Default] under paragraph [FORBEARANCE], limit any other right or remedy [PARTY B] has or could have under the Financing Agreement.",Slight Pro-Provider,376
791,Forbearance Acknowledgements ,"Forbearance AcknowledgementsValidity and Enforceability of  Outstanding Principal Amount, Obligations, and Enforceability. [PARTY A] hereby acknowledges that the Financing Agreement has been duly executed and delivered to [PARTY B], and is in full force and effect,as of the Effective Date, the aggregate outstanding principal amount of the Obligations is $[OUTSTANDING PRINCIPAL AMOUNT],the outstanding principal amount listed directly above, together with all interest already accrued and still accruing on it, all fees, costs, expenses, and other charges [PARTY A] is now or will later be required to pay to [PARTY B] under the Financing Agreement is valid and enforceable, and owed unconditionally without any kind of offset, defense, or counterclaim, andthe Obligations are valid and enforceable, and owed unconditionally without any kind of offset, defense, or counterclaim.Acknowledgment of Liens. [PARTY A] hereby acknowledges that [PARTY B] has and will continue to have valid, enforceable, and perfected liens on and security interests in the Collateral granted under the Financing Agreement.Acknowledgment of Default. [PARTY A] hereby acknowledges thatthe Existing Default constitutes an Event of Default under the Financing Agreement,due to the Existing Default, under sections [RIGHTS AND REMEDIES SECTIONS] of the Financing Agreement [PARTY B] may terminate the loans and credit extensions, accelerate the Obligations, enforce liens granted under the Financing Agreement, decline to provide further credit to [PARTY A], and exercise any other rights or remedies available under the Financing Agreement or applicable Law,there are no other Defaults or Events of Default other than the Existing Default.Representations are Correct. As of the Effective Date, all of the parties' representations made in the Financing Agreement are correct in all material respects as if made on the Effective Date, except for those representations thatunder the Financing Agreement, relate to an earlier date, in which case those representations are and have been true and correct in all material respects as of such prior date, orrelate directly to the Existing Default.",Neutral,377
792,Forbearance Period ,"Forbearance Period and Termination EventsForbearance Period. The ""Forbearance Period"" of this agreement will begin on the Effective Date and continue until the earlier of[FORBEARANCE PERIOD END DATE], orthe first Forbearance Termination Event to occur.Forbearance Termination Events. ""Forbearance Termination Event"" meansthe occurrence or existence of any Default or Event of Default other than the Existing Default[ or Prospective Default],if any of [PARTY A]'s representations in this agreement[, or in any certificate given by or on behalf of [PARTY A] under or in connection with this agreement] turns out to be false, inaccurate, or incomplete, orthe acceleration of any Obligations under the Financing Agreement.",Neutral,378
793,Standard ,"Force Majeure. A party shall not be liable for any failure of or delay in the performance of this agreement for the period that such failure or delay is beyond the reasonable control of a party, materially affects the performance of any of its obligations under this agreement, and could not reasonably have been foreseen or provided against, butwill not be excused for failure or delay resulting from only general economic conditions or other general market effects.",,379
